Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
688¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":119,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Program
714¿VariableDeclarator¿¿1229¿v74¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
715¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
716¿Identifier¿¿1229¿v73¿¿¿¿¿Identifier
717¿Identifier¿¿1229¿imageMagick¿¿¿{"start":{"line":23,"column":55},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
718¿VariableDeclarator¿¿1229¿isImageMagick¿¿¿{"start":{"line":23,"column":8},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
719¿LogicalExpression¿&&¿1229¿¿¿¿{"start":{"line":23,"column":24},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿LogicalExpression
720¿Identifier¿¿1229¿v72¿¿¿¿¿Identifier
721¿Identifier¿¿1229¿v74¿¿¿¿¿Identifier
722¿VariableDeclarator¿¿1229¿v75¿¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
723¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
724¿ThisExpression¿¿1229¿¿¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ThisExpression
725¿Identifier¿¿1229¿_options¿¿¿{"start":{"line":24,"column":23},"end":{"line":24,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
726¿VariableDeclarator¿¿1229¿v76¿¿¿{"start":{"line":24,"column":35},"end":{"line":24,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
727¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":24,"column":35},"end":{"line":24,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
728¿ThisExpression¿¿1229¿¿¿¿{"start":{"line":24,"column":35},"end":{"line":24,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ThisExpression
729¿Identifier¿¿1229¿_options¿¿¿{"start":{"line":24,"column":40},"end":{"line":24,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
730¿VariableDeclarator¿¿1229¿v77¿¿¿{"start":{"line":24,"column":35},"end":{"line":24,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
731¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":24,"column":35},"end":{"line":24,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
732¿Identifier¿¿1229¿v76¿¿¿¿¿Identifier
733¿Identifier¿¿1229¿appPath¿¿¿{"start":{"line":24,"column":49},"end":{"line":24,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
734¿VariableDeclarator¿¿1229¿v78¿¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
735¿LogicalExpression¿&&¿1229¿¿¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿LogicalExpression
736¿Identifier¿¿1229¿v75¿¿¿¿¿Identifier
737¿Identifier¿¿1229¿v77¿¿¿¿¿Identifier
738¿VariableDeclarator¿¿1229¿appPath¿¿¿{"start":{"line":24,"column":8},"end":{"line":24,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
739¿LogicalExpression¿||¿1229¿¿¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿LogicalExpression
740¿Identifier¿¿1229¿v78¿¿¿¿¿Identifier
741¿Literal¿string¿1229¿¿''¿¿{"start":{"line":24,"column":60},"end":{"line":24,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
742¿VariableDeclarator¿¿1229¿bin¿¿¿{"start":{"line":25,"column":8},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
743¿VariableDeclarator¿¿1229¿v79¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
744¿BinaryExpression¿+¿1229¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿BinaryExpression
745¿Identifier¿¿1229¿appPath¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
746¿Literal¿string¿1229¿¿'compare'¿¿{"start":{"line":26,"column":18},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
747¿VariableDeclarator¿¿1229¿v80¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
748¿BinaryExpression¿+¿1229¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿BinaryExpression
749¿Identifier¿¿1229¿appPath¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
750¿Literal¿string¿1229¿¿'gm'¿¿{"start":{"line":27,"column":18},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
751¿IfStatement¿¿1229¿¿¿¿{"start":{"line":25,"column":14},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿IfStatement
752¿Identifier¿¿1229¿isImageMagick¿¿¿{"start":{"line":25,"column":14},"end":{"line":25,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
753¿ExpressionStatement¿¿1229¿¿¿¿{"start":{"line":25,"column":14},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ExpressionStatement
754¿AssignmentExpression¿=¿1229¿¿¿¿{"start":{"line":25,"column":14},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿AssignmentExpression
755¿Identifier¿¿1229¿bin¿¿¿{"start":{"line":25,"column":14},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
756¿Identifier¿¿1229¿v79¿¿¿¿¿Identifier
757¿BlockStatement¿¿1229¿¿¿¿¿¿BlockStatement
758¿ExpressionStatement¿¿1229¿¿¿¿{"start":{"line":25,"column":14},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ExpressionStatement
759¿AssignmentExpression¿=¿1229¿¿¿¿{"start":{"line":25,"column":14},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿AssignmentExpression
760¿Identifier¿¿1229¿bin¿¿¿{"start":{"line":25,"column":14},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
761¿Identifier¿¿1229¿v80¿¿¿¿¿Identifier
762¿BlockStatement¿¿1229¿¿¿¿¿¿BlockStatement
763¿VariableDeclarator¿¿1229¿args¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
764¿ArrayExpression¿¿1229¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ArrayExpression
765¿Literal¿string¿1229¿¿'-metric'¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
766¿Literal¿string¿1229¿¿'mse'¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
767¿Identifier¿¿1229¿orig¿¿¿{"start":{"line":28,"column":34},"end":{"line":28,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
768¿Identifier¿¿1229¿compareTo¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
769¿VariableDeclarator¿¿1229¿v81¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
770¿UnaryExpression¿!¿1229¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿UnaryExpression
771¿Identifier¿¿1229¿isImageMagick¿¿¿{"start":{"line":29,"column":9},"end":{"line":29,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
772¿IfStatement¿¿1229¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿IfStatement
773¿Identifier¿¿1229¿v81¿¿¿¿¿Identifier
774¿VariableDeclarator¿¿1229¿v82¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
775¿CallExpression¿¿1229¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿CallExpression
776¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
777¿Identifier¿¿1229¿args¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
778¿Identifier¿¿1229¿unshift¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
779¿Literal¿string¿1229¿¿'compare'¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
780¿ExpressionStatement¿¿1229¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ExpressionStatement
781¿Identifier¿¿1229¿v82¿¿¿¿¿Identifier
782¿BlockStatement¿¿1229¿¿¿¿{"start":{"line":29,"column":24},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿BlockStatement
783¿VariableDeclarator¿¿1229¿tolerance¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
784¿Literal¿number¿1229¿¿0.4¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
785¿VariableDeclarator¿¿1229¿v83¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
786¿UnaryExpression¿typeof¿1229¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿UnaryExpression
787¿Identifier¿¿1229¿options¿¿¿{"start":{"line":34,"column":15},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
788¿VariableDeclarator¿¿1229¿v84¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
789¿BinaryExpression¿===¿1229¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿BinaryExpression
790¿Identifier¿¿1229¿v83¿¿¿¿¿Identifier
791¿Literal¿string¿1229¿¿'object'¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
792¿IfStatement¿¿1229¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿IfStatement
793¿Identifier¿¿1229¿v84¿¿¿¿¿Identifier
794¿VariableDeclarator¿¿1229¿v85¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
795¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
796¿Identifier¿¿1229¿options¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
797¿Identifier¿¿1229¿highlightColor¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
798¿VariableDeclarator¿¿1229¿v86¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
799¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
800¿Identifier¿¿1229¿options¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
801¿Identifier¿¿1229¿highlightColor¿¿¿{"start":{"line":36,"column":44},"end":{"line":36,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
802¿VariableDeclarator¿¿1229¿v87¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
803¿CallExpression¿¿1229¿¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿CallExpression
804¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
805¿Identifier¿¿1229¿v86¿¿¿¿¿Identifier
806¿Identifier¿¿1229¿indexOf¿¿¿{"start":{"line":36,"column":59},"end":{"line":36,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
